Seed,H1_max,H1_avg,H1_count,height_max,total_steps,stopping_time,max_value,odd_steps,max_consecutive_odds,sum_of_values,peak_ratio
298,0.41421353816986084,0.41421353816986084,3,10,24,1,448,7,1,1617.0,1.5033557046979866
299,0.6055512428283691,0.4123772310488152,33,41,117,8,9232,43,1,111951.0,30.876254180602007
300,0.41421353816986084,0.41421353816986084,2,6,16,1,340,4,1,1970.0,1.1333333333333333
301,0.41421353816986084,0.41421353816986084,4,7,16,3,904,4,1,3102.0,3.0033222591362128
302,0.41421353816986084,0.41421353816986084,1,8,16,1,1024,4,1,4204.0,3.390728476821192
303,0.41421353816986084,0.41421353816986084,10,18,42,21,3076,14,1,24366.0,10.151815181518153
304,0.41421353816986084,0.41421353816986084,5,12,24,1,304,7,1,1089.0,1.0
305,0.41421353816986084,0.41421353816986084,12,10,37,3,916,12,1,4536.0,3.00327868852459
306,0.41421353816986084,0.41421353816986084,10,12,37,1,520,12,1,3858.0,1.6993464052287581
307,0.41421353816986084,0.41421353816986084,8,16,37,6,1384,12,1,6360.0,4.50814332247557
308,0.41421353816986084,0.41421353816986084,5,12,24,1,308,7,1,1387.0,1.0
309,0.41421353816986084,0.41421353816986084,5,12,24,3,928,7,1,2549.0,3.0032362459546924
310,0.41421353816986084,0.41421353816986084,22,36,86,1,9232,31,1,97299.0,29.780645161290323
311,0.41421353816986084,0.41421353816986084,25,39,86,8,9232,31,1,101881.0,29.684887459807072
312,0.41421353816986084,0.41421353816986084,7,15,37,1,312,12,1,2890.0,1.0
313,1.0,0.42880210280418396,36,45,130,3,9232,48,1,118814.0,29.49520766773163
314,0.41421353816986084,0.41421353816986084,9,16,37,1,472,12,1,3484.0,1.5031847133757963
315,0.41421353816986084,0.41421353816986084,10,18,37,11,1600,12,1,9626.0,5.079365079365079
316,0.41421353816986084,0.41421353816986084,5,19,37,1,808,12,1,4858.0,2.5569620253164556
317,0.41421353816986084,0.41421353816986084,6,20,37,3,952,12,1,6050.0,3.003154574132492
318,0.41421353816986084,0.41421353816986084,11,19,55,1,9232,19,1,58821.0,29.031446540880502
319,0.41421353816986084,0.41421353816986084,12,29,55,34,9232,19,1,78483.0,28.940438871473354
320,0.41421353816986084,0.41421353816986084,2,5,11,1,320,2,1,666.0,1.0
321,0.41421353816986084,0.41421353816986084,7,9,24,3,964,7,1,4543.0,3.0031152647975077
322,0.8218544721603394,0.42271336802729853,27,36,99,1,9232,36,1,100398.0,28.67080745341615
323,0.6055512428283691,0.4119691627996939,27,38,99,6,9232,36,1,103030.0,28.58204334365325
324,0.41421353816986084,0.41421353816986084,5,8,24,1,324,7,1,1949.0,1.0
325,0.41421353816986084,0.41421353816986084,4,10,24,3,976,7,1,3171.0,3.003076923076923
326,0.41421353816986084,0.41421353816986084,3,8,24,1,736,7,1,3283.0,2.2576687116564416
327,1.0,0.4445902027867057,44,52,143,34,9232,53,1,175427.0,28.232415902140673
328,1.0,0.42736324571794077,31,38,112,1,9232,41,1,101905.0,28.146341463414632
329,0.41421353816986084,0.41421353816986084,16,22,50,3,1672,17,1,12089.0,5.0820668693009114
330,1.0,0.42736324571794077,31,40,112,1,9232,41,1,102529.0,27.975757575757576
331,0.41421353816986084,0.41421353816986084,4,8,24,8,1492,7,1,7143.0,4.507552870090635
332,1.0,0.4269523173570633,32,42,112,1,9232,41,1,102593.0,27.80722891566265
333,1.0,0.4269523173570633,32,42,112,3,9232,41,1,103845.0,27.723723723723722
334,0.41421353816986084,0.41421353816986084,18,32,68,1,9232,24,1,86038.0,27.64071856287425
335,0.41421353816986084,0.41421353816986084,14,36,68,13,9232,24,1,94280.0,27.55820895522388
336,0.41421353816986084,0.41421353816986084,2,5,11,1,336,2,1,778.0,1.0
337,0.6055512428283691,0.4121239473079813,29,41,112,3,9232,41,1,108283.0,27.394658753709198
338,0.41421353816986084,0.41421353816986084,8,22,50,1,4372,17,1,29357.0,12.934911242603551
339,0.41421353816986084,0.41421353816986084,9,24,50,6,4372,17,1,32119.0,12.896755162241888
340,0.41421353816986084,0.41421353816986084,1,6,11,1,340,2,1,1106.0,1.0
341,0.41421353816986084,0.41421353816986084,1,8,11,3,1024,2,1,2388.0,3.002932551319648
342,1.0,0.4262029774048749,34,45,125,1,9232,46,1,106318.0,26.994152046783626
343,1.0,0.4262029774048749,34,44,125,8,9232,46,1,111370.0,26.91545189504373
344,0.41421353816986084,0.41421353816986084,10,8,32,1,344,10,1,1940.0,1.0
345,1.0,0.42723101509941946,45,48,125,3,9232,46,1,108234.0,26.759420289855072
346,0.41421353816986084,0.41421353816986084,8,11,32,1,520,10,1,2594.0,1.5028901734104045
347,1.0,0.44951657815413043,33,48,125,16,9232,46,1,118688.0,26.605187319884728
348,0.41421353816986084,0.41421353816986084,7,13,32,1,592,10,1,3238.0,1.7011494252873562
349,0.41421353816986084,0.41421353816986084,8,13,32,3,1048,10,1,4550.0,3.002865329512894
350,0.41421353816986084,0.41421353816986084,21,36,81,1,9232,29,1,95435.0,26.377142857142857
351,0.41421353816986084,0.41421353816986084,20,35,81,13,9232,29,1,109267.0,26.301994301994302
352,0.41421353816986084,0.41421353816986084,3,8,19,1,352,5,1,941.0,1.0
353,0.6055512428283691,0.4172961711883545,36,41,125,3,9232,46,1,116150.0,26.152974504249293
354,0.41421353816986084,0.41421353816986084,9,13,32,1,532,10,1,2870.0,1.502824858757062
355,0.41421353816986084,0.41421353816986084,9,15,32,6,1600,10,1,5762.0,4.507042253521127
356,0.41421353816986084,0.41421353816986084,6,15,32,1,356,10,1,2484.0,1.0
357,0.41421353816986084,0.41421353816986084,6,17,32,3,1072,10,1,3826.0,3.0028011204481793
358,0.41421353816986084,0.41421353816986084,5,19,32,1,808,10,1,3948.0,2.2569832402234637
359,0.41421353816986084,0.41421353816986084,11,19,50,26,9232,17,1,56909.0,25.715877437325904
360,0.41421353816986084,0.41421353816986084,4,10,19,1,360,5,1,1127.0,1.0
361,1.0,0.4724719524383545,13,16,45,3,2752,15,1,14819.0,7.623268698060942
362,0.41421353816986084,0.41421353816986084,4,9,19,1,544,5,1,1811.0,1.5027624309392265
363,0.41421353816986084,0.41421353816986084,11,19,45,8,1636,15,1,13063.0,4.506887052341598
364,1.242640495300293,0.44873132805029553,24,36,94,1,9232,34,1,99068.0,25.36263736263736
365,0.41421353816986084,0.40256921768188475,25,37,94,3,9232,34,1,100440.0,25.293150684931508
366,0.41421353816986084,0.41421353816986084,25,40,94,1,9232,34,1,101772.0,25.224043715846996
367,0.41421353816986084,0.41421353816986084,10,16,45,16,4192,15,1,29421.0,11.422343324250681
368,0.41421353816986084,0.41421353816986084,3,6,19,1,368,5,1,1323.0,1.0
369,0.41421353816986084,0.41421353816986084,4,10,19,3,1108,5,1,4065.0,3.002710027100271
370,0.41421353816986084,0.41421353816986084,11,18,45,1,628,15,1,6267.0,1.6972972972972973
371,0.41421353816986084,0.41421353816986084,12,21,45,6,1672,15,1,9289.0,4.506738544474394
372,0.41421353816986084,0.41421353816986084,4,7,19,1,372,5,1,1681.0,1.0
373,0.41421353816986084,0.41421353816986084,3,8,19,3,1120,5,1,3083.0,3.002680965147453
374,0.41421353816986084,0.41421353816986084,9,24,45,1,952,15,1,9565.0,2.5454545454545454
375,0.41421353816986084,0.41421353816986084,8,25,45,8,2536,15,1,15087.0,6.762666666666667
376,1.0,0.42780156930287677,30,38,107,1,9232,39,1,101637.0,24.5531914893617
377,0.41421353816986084,0.41421353816986084,15,32,63,3,9232,22,1,84030.0,24.488063660477454
378,1.0,0.42736324571794077,31,40,107,1,9232,39,1,102351.0,24.423280423280424
379,1.0,0.4450444045819734,19,23,58,13,2752,20,1,27350.0,7.261213720316623
380,0.6055512428283691,0.4119691627996939,27,38,107,1,9232,39,1,105415.0,24.294736842105262
381,0.6055512428283691,0.41204931906291414,28,39,107,3,9232,39,1,106847.0,24.230971128608925
382,0.41421353816986084,0.41421353816986084,7,22,45,1,4372,15,1,27961.0,11.44502617801047
383,0.41421353816986084,0.41421353816986084,6,21,45,19,13120,15,1,64313.0,34.25587467362924
384,0.41421353816986084,0.41421353816986084,2,6,14,1,384,3,1,811.0,1.0
385,0.41421353816986084,0.41421353816986084,9,8,32,3,1156,10,1,7862.0,3.0025974025974027
386,1.0,0.4265662937453299,33,42,120,1,9232,44,1,104262.0,23.917098445595855
387,1.0,0.4265662937453299,33,45,120,6,9232,44,1,107414.0,23.85529715762274
388,0.41421353816986084,0.40986852529572276,41,46,120,1,9232,44,1,103836.0,23.79381443298969
389,0.41421353816986084,0.40986852529572276,41,46,120,3,9232,44,1,105298.0,23.732647814910024
390,0.41421353816986084,0.40926505128542584,36,48,120,1,9232,44,1,105430.0,23.671794871794873
391,1.0,0.44951657815413043,33,43,120,11,9232,44,1,114432.0,23.611253196930946
392,0.41421353816986084,0.41421353816986084,7,8,27,1,392,8,1,1492.0,1.0
393,0.41421353816986084,0.41421353816986084,14,30,58,3,2248,20,1,23898.0,5.7201017811704835
394,0.41421353816986084,0.41421353816986084,5,11,27,1,592,8,1,2236.0,1.50253807106599
395,0.41421353816986084,0.41421353816986084,21,36,76,8,9232,27,1,93331.0,23.372151898734177
396,0.41421353816986084,0.41421353816986084,3,10,27,1,448,8,1,2310.0,1.1313131313131313
397,0.41421353816986084,0.41421353816986084,4,11,27,3,1192,8,1,3802.0,3.0025188916876573
398,0.6055512428283691,0.4123772310488152,33,41,120,1,9232,44,1,113146.0,23.195979899497488
399,1.3944487571716309,0.4438792505571919,31,43,120,11,9232,44,1,122958.0,23.137844611528823
400,0.41421353816986084,0.41421353816986084,7,12,27,1,400,8,1,1408.0,1.0
401,0.41421353816986084,0.41421353816986084,4,10,19,3,1204,5,1,5309.0,3.002493765586035
402,0.41421353816986084,0.41421353816986084,2,8,19,1,1024,5,1,5411.0,2.5472636815920398
403,0.41421353816986084,0.41421353816986084,3,10,19,6,1816,5,1,8693.0,4.506203473945409
404,0.41421353816986084,0.41421353816986084,5,15,27,1,404,8,1,1796.0,1.0
405,0.41421353816986084,0.41421353816986084,5,15,27,3,1216,8,1,3318.0,3.0024691358024693
406,0.41421353816986084,0.41421353816986084,12,10,40,1,916,13,1,5755.0,2.2561576354679804
407,0.5857864618301392,0.4406093725791344,13,12,40,8,2752,13,1,11747.0,6.761670761670762
408,0.41421353816986084,0.41421353816986084,6,12,27,1,408,8,1,1844.0,1.0
409,0.41421353816986084,0.41421353816986084,10,16,40,3,1384,13,1,8611.0,3.3838630806845966
410,0.41421353816986084,0.41421353816986084,5,15,27,1,616,8,1,2618.0,1.502439024390244
411,1.0,0.4244045615196228,40,47,133,24,9232,49,1,136497.0,22.46228710462287
412,0.41421353816986084,0.41421353816986084,22,36,89,1,9232,32,1,98020.0,22.40776699029126
413,0.41421353816986084,0.41421353816986084,23,37,89,3,9232,32,1,99572.0,22.353510895883776
414,0.41421353816986084,0.41421353816986084,25,42,89,1,9232,32,1,103124.0,22.29951690821256
415,1.0,0.4249409311696103,38,52,133,24,9232,49,1,165055.0,22.24578313253012
416,0.41421353816986084,0.41421353816986084,2,8,14,1,416,3,1,925.0,1.0
417,1.0,0.42880210280418396,36,48,133,3,9232,49,1,121109.0,22.139088729016787
418,0.41421353816986084,0.41421353816986084,10,18,40,1,628,13,1,4739.0,1.5023923444976077
419,0.41421353816986084,0.41421353816986084,7,18,40,6,1888,13,1,8151.0,4.505966587112172
420,0.41421353816986084,0.41421353816986084,6,19,40,1,808,13,1,5593.0,1.9238095238095239
421,0.41421353816986084,0.41421353816986084,6,21,40,3,1264,13,1,7175.0,3.002375296912114
422,0.41421353816986084,0.41421353816986084,8,22,40,1,952,13,1,7317.0,2.255924170616114
423,0.41421353816986084,0.41421353816986084,5,10,32,16,3220,10,1,27478.0,7.612293144208038
424,0.41421353816986084,0.41421353816986084,3,5,14,1,424,3,1,1141.0,1.0
425,0.41421353816986084,0.41421353816986084,12,32,58,3,9232,20,1,80822.0,21.72235294117647
426,0.41421353816986084,0.41421353816986084,2,8,14,1,640,3,1,1945.0,1.5023474178403755
427,1.0,0.45326596895853677,15,23,53,8,2752,18,1,22702.0,6.444964871194379
428,1.0,0.4287721429552351,28,38,102,1,9232,37,1,101147.0,21.570093457943926
429,0.41421353816986084,0.40846690823954923,31,37,102,3,9232,37,1,102759.0,21.51981351981352
430,0.6055512428283691,0.4119691627996939,27,38,102,1,9232,37,1,104321.0,21.469767441860466
431,0.41421353816986084,0.41421353816986084,7,22,40,13,4372,13,1,25665.0,10.14385150812065
432,1.0,0.42736324571794077,31,39,115,1,9232,42,1,102250.0,21.37037037037037
433,0.41421353816986084,0.41421353816986084,6,10,27,3,1300,8,1,5554.0,3.0023094688221708
434,0.41421353816986084,0.41421353816986084,4,8,27,1,736,8,1,4586.0,1.695852534562212
435,0.41421353816986084,0.41421353816986084,4,11,27,6,1960,8,1,8128.0,4.505747126436781
436,1.0,0.42736324571794077,31,41,115,1,9232,42,1,102668.0,21.174311926605505
437,1.0,0.42736324571794077,31,41,115,3,9232,42,1,104310.0,21.125858123569795
438,0.41421353816986084,0.41421353816986084,16,25,53,1,1672,18,1,13404.0,3.817351598173516
439,0.41421353816986084,0.41421353816986084,15,27,53,8,2968,18,1,19866.0,6.760820045558087
440,0.41421353816986084,0.4091236659458705,35,44,115,1,9232,42,1,103086.0,20.98181818181818
441,0.41421353816986084,0.41421353816986084,5,8,27,3,1492,8,1,9570.0,3.383219954648526
442,1.0,0.4269523173570633,32,45,115,1,9232,42,1,103920.0,20.8868778280543
443,0.41421353816986084,0.41421353816986084,13,30,53,11,2248,18,1,20554.0,5.074492099322799
444,0.41421353816986084,0.41421353816986084,18,32,71,1,9232,25,1,86815.0,20.792792792792792
445,0.41421353816986084,0.41421353816986084,20,33,71,3,9232,25,1,88487.0,20.746067415730337
446,0.41421353816986084,0.41421353816986084,14,36,71,1,9232,25,1,95619.0,20.699551569506728
447,0.41421353816986084,0.41421353816986084,14,35,97,65,39364,35,1,471801.0,88.06263982102908
448,0.41421353816986084,0.41421353816986084,3,9,22,1,448,6,1,1170.0,1.0
449,0.6055512428283691,0.4123198464512825,32,41,115,3,9232,42,1,110754.0,20.561247216035635
450,0.41421353816986084,0.41421353816986084,9,22,53,1,4372,18,1,30708.0,9.715555555555556
451,0.41421353816986084,0.41421353816986084,9,24,53,6,4372,18,1,34380.0,9.6940133037694
452,0.41421353816986084,0.41421353816986084,2,6,14,1,452,3,1,1897.0,1.0
453,0.41421353816986084,0.41421353816986084,2,8,14,3,1360,3,1,3599.0,3.0022075055187636
454,0.41421353816986084,0.41421353816986084,1,8,14,1,1024,3,1,3751.0,2.2555066079295156
455,0.41421353816986084,0.41421353816986084,10,18,40,13,3076,13,1,23153.0,6.76043956043956
456,0.41421353816986084,0.41421353816986084,11,9,35,1,456,11,1,2451.0,1.0
457,1.0,0.4258604219981602,35,44,128,3,9232,47,1,113885.0,20.201312910284464
458,0.41421353816986084,0.41421353816986084,11,10,35,1,688,11,1,3315.0,1.502183406113537
459,0.41421353816986084,0.40986852529572276,41,52,128,8,9232,47,1,112309.0,20.113289760348582
460,0.41421353816986084,0.41421353816986084,9,12,35,1,520,11,1,3399.0,1.1304347826086956
461,0.41421353816986084,0.41421353816986084,8,14,35,3,1384,11,1,5131.0,3.002169197396963
462,1.0,0.4474992615836007,35,50,128,1,9232,47,1,120075.0,19.982683982683984
463,1.0,0.42466586981064236,39,47,128,19,9232,47,1,131457.0,19.939524838012957
464,0.41421353816986084,0.41421353816986084,5,10,22,1,464,6,1,1312.0,1.0
465,0.41421353816986084,0.41421353816986084,9,15,35,3,1396,11,1,7109.0,3.0021505376344084
466,0.41421353816986084,0.41421353816986084,22,36,84,1,9232,30,1,96834.0,19.811158798283262
467,0.41421353816986084,0.41421353816986084,23,38,84,6,9232,30,1,100636.0,19.768736616702355
468,0.41421353816986084,0.41421353816986084,3,9,22,1,468,6,1,1760.0,1.0
469,0.41421353816986084,0.41421353816986084,3,11,22,3,1408,6,1,3522.0,3.002132196162047
470,1.0,0.42880210280418396,36,43,128,1,9232,47,1,117561.0,19.642553191489363
471,0.6055512428283691,0.4124821628843035,35,43,128,8,9232,47,1,124493.0,19.60084925690021
472,0.41421353816986084,0.41421353816986084,7,15,35,1,472,11,1,3013.0,1.0
473,0.41421353816986084,0.41421353816986084,10,16,35,3,1600,11,1,8365.0,3.382663847780127
474,0.41421353816986084,0.41421353816986084,8,17,35,1,712,11,1,3907.0,1.5021097046413503
475,0.41421353816986084,0.41421353816986084,5,9,27,13,3616,8,1,20608.0,7.612631578947369
476,0.41421353816986084,0.41421353816986084,5,19,35,1,808,11,1,4781.0,1.6974789915966386
477,0.41421353816986084,0.41421353816986084,7,20,35,3,1432,11,1,6573.0,3.0020964360587
478,0.41421353816986084,0.41421353816986084,11,19,53,1,9232,18,1,58344.0,19.313807531380753
479,0.41421353816986084,0.41421353816986084,12,27,53,26,9232,18,1,77206.0,19.27348643006263
480,0.41421353816986084,0.41421353816986084,3,7,22,1,480,6,1,1624.0,1.0
481,1.0,0.4724719524383545,13,19,48,3,2752,16,1,17466.0,5.721413721413722
482,0.41421353816986084,0.41421353816986084,5,9,22,1,724,6,1,3258.0,1.5020746887966805
483,0.41421353816986084,0.41421353816986084,4,13,22,6,2176,6,1,7190.0,4.505175983436853
484,1.0,0.42741145537449765,26,36,97,1,9232,35,1,99915.0,19.074380165289256
485,0.6055512428283691,0.41188284067007214,26,38,97,3,9232,35,1,101737.0,19.035051546391752
486,0.41421353816986084,0.4030170761621915,26,39,97,1,9232,35,1,101899.0,18.995884773662553
487,1.0,0.42415599997450665,41,58,141,32,9232,52,1,160330.0,18.95687885010267
488,0.41421353816986084,0.41421353816986084,4,8,22,1,488,6,1,1870.0,1.0
489,0.41421353816986084,0.41421353816986084,11,16,48,3,4192,16,1,32112.0,8.572597137014315
490,0.41421353816986084,0.41421353816986084,3,8,22,1,736,6,1,2794.0,1.5020408163265306
491,1.0,0.4237627841177441,42,52,141,8,9232,52,1,174118.0,18.80244399185336
492,0.41421353816986084,0.41421353816986084,11,18,48,1,628,16,1,7128.0,1.2764227642276422
493,0.5857864618301392,0.42741145537449765,13,19,48,3,1480,16,1,8980.0,3.002028397565923
494,0.41421353816986084,0.41421353816986084,15,21,48,1,1672,16,1,10772.0,3.3846153846153846
495,0.41421353816986084,0.41421353816986084,41,32,97,44,14308,35,1,268027.0,28.905050505050504
496,1.0,0.42780156930287677,30,39,110,1,9232,40,1,102034.0,18.612903225806452
497,0.41421353816986084,0.41421353816986084,4,8,22,3,1492,6,1,5818.0,3.0020120724346078
498,0.41421353816986084,0.41421353816986084,10,24,48,1,952,16,1,11060.0,1.9116465863453815
499,0.41421353816986084,0.41421353816986084,11,27,48,6,2248,16,1,15122.0,4.50501002004008
500,1.0,0.4269523173570633,32,40,110,1,9232,40,1,102512.0,18.464
501,1.0,0.42780156930287677,30,41,110,3,9232,40,1,104394.0,18.427145708582835
502,0.41421353816986084,0.41421353816986084,17,32,66,1,9232,23,1,85537.0,18.390438247011954
503,0.41421353816986084,0.41421353816986084,14,36,66,8,9232,23,1,92939.0,18.353876739562626
504,0.6055512428283691,0.41204931906291414,28,38,110,1,9232,40,1,105980.0,18.317460317460316
505,1.0,0.4421081315903437,21,23,61,3,2752,21,1,30129.0,5.44950495049505
506,0.6055512428283691,0.4121239473079813,29,39,110,1,9232,40,1,106934.0,18.24505928853755
507,0.7639319896697998,0.45307114389207626,9,11,35,16,2896,11,1,23633.0,5.712031558185404
508,0.41421353816986084,0.41421353816986084,7,22,48,1,4372,16,1,28850.0,8.606299212598426
509,0.41421353816986084,0.41421353816986084,8,23,48,3,4372,16,1,30762.0,8.589390962671906
510,0.41421353816986084,0.41421353816986084,6,21,48,1,13120,16,1,65844.0,25.725490196078432
511,0.41421353816986084,0.41421353816986084,8,26,61,29,39364,21,1,280721.0,77.03326810176125
512,0.41421353816986084,0.41421353816986084,1,6,9,1,512,1,1,1023.0,1.0
513,0.41421353816986084,0.41421353816986084,9,11,35,3,1540,11,1,10685.0,3.0019493177387915
514,1.0,0.4262029774048749,34,44,123,1,9232,45,1,105805.0,17.961089494163424
515,1.0,0.4262029774048749,34,44,123,6,9232,45,1,109997.0,17.926213592233008
516,0.41421353816986084,0.40986852529572276,41,49,123,1,9232,45,1,104739.0,17.891472868217054
517,0.41421353816986084,0.40986852529572276,41,49,123,3,9232,45,1,106681.0,17.8568665377176
518,1.0,0.43182654713475427,43,47,123,1,9232,45,1,106853.0,17.822393822393824
519,0.41421353816986084,0.41421353816986084,16,29,61,11,3508,21,1,29197.0,6.759152215799615
520,0.41421353816986084,0.41421353816986084,8,9,30,1,520,9,1,2075.0,1.0
521,1.0,0.44951657815413043,33,46,123,3,9232,45,1,117299.0,17.719769673704416
522,0.41421353816986084,0.41421353816986084,8,10,30,1,784,9,1,3059.0,1.5019157088122606
523,1.0,0.4262029774048749,34,52,123,8,9232,45,1,113573.0,17.652007648183556
524,0.41421353816986084,0.41421353816986084,7,12,30,1,592,9,1,3153.0,1.1297709923664123
525,0.41421353816986084,0.41421353816986084,7,12,30,3,1576,9,1,5125.0,3.001904761904762
526,0.41421353816986084,0.41421353816986084,21,36,79,1,9232,28,1,94910.0,17.55133079847909
527,0.41421353816986084,0.41421353816986084,20,35,79,11,9232,28,1,107862.0,17.518026565464897
528,0.41421353816986084,0.41421353816986084,9,13,30,1,528,9,1,1831.0,1.0
529,0.41421353816986084,0.41421353816986084,4,14,30,3,1588,9,1,6713.0,3.0018903591682418
530,0.6055512428283691,0.4124312400817871,34,41,123,1,9232,45,1,114737.0,17.418867924528303
